ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,FullAddress,geometry,ClosestTrainStation,ClosestBusStation,DistanceToTrainStation_km,DistanceToBusStation_km
SE-00005885,PR-40011145,Bundoora PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,Balmoral Avenue,BUNDOORA,VIC,3083,0499003108,NA,NA,65,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov 2022,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct 2016,15/10/2018,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,NA,NA,NA,NA,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,NA,NA,NA,NA,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,No,"Balmoral Avenue, BUNDOORA, VIC, 3083","c(145.063906157896, -37.707055555648)",Watsonia,Highpoint SC,1.8031225220817206,17.16301085566697
SE-00005886,PR-00002530,Holy Spirit School OSHC - Extend,Extend (Australia) Pty Ltd,Centre-Based Care,197 Clarendon Street,THORNBURY,VIC,3071,1300366437,NA,NA,30,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2017,NA,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:30,18:00,NA,NA,15:30,18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"197 Clarendon Street, THORNBURY, VIC, 3071","c(145.015776392545, -37.761019509174)",Thornbury,Highpoint SC,1.6542508222701422,11.345045547342611
SE-00005887,PR-00002980,Bayside Christian College Early Learning Centre,Association for Christian Education of Frankston INC,Centre-Based Care,120-128 Robinson Rd,LANGWARRIN SOUTH,VIC,3911,03 5971 6703,0359713810,"•	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",30,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun 2024,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul 2019,NA,No,Yes,No,No,No,No,No,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,09:00:00,15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"120-128 Robinson Rd, LANGWARRIN SOUTH, VIC, 3911","c(145.162701851298, -38.177443062038)",Leawarra,Fountain Gate SC,3.4870890005810633,21.46640290017514
SE-00005889,PR-40023510,Our Lady of Mount Carmel-VillageOSHC,VillageOSHC Pty Ltd,Centre-Based Care,53 Macedon Street,SUNBURY,VIC,3429,1300273162,NA,NA,60,01/01/2012,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Oct 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun 2019,29/01/2024,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,06:30,08:30,NA,NA,NA,NA,15:15:00,18:30:00,15:15:00,18:30:00,15:15:00,18:30:00,15:15:00,18:30:00,15:15:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"53 Macedon Street, SUNBURY, VIC, 3429","c(144.736464975745, -37.580411162963)",Sunbury,RRL stop,0.7616119411997124,13.852709846685613
SE-00005890,PR-40000153,Nido Early School Westmeadows,Think Childcare Services Pty Ltd,Centre-Based Care,24-26 Ardlie Street,WESTMEADOWS,VIC,3049,0393334788,0393334788,The approved provider must ensure that all children educated and cared for by the service have safe access to outdoor space during the renovations of the outdoor space.  The approved provider must ensure that educators are made aware of the risk assessment and follow the strategies to support children accessing outdoor space.  The approved provider must notify the Regulatory Authority within 14 days if the waiver is no longer required.,99,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb 2024,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Dec 2019,13/10/2014,Yes,No,No,No,No,No,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"24-26 Ardlie Street, WESTMEADOWS, VIC, 3049","c(144.88854882535, -37.674947212299)",Jacana,Highpoint SC,3.2912507538910223,10.933645448187676
SE-00005891,PR-40023510,St Mary's Parish Primary School- VillageOSHC,VillageOSHC Pty Ltd,Centre-Based Care,Fir Street,WHITTLESEA,VIC,3757,0478123337,NA,NA,45,01/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,May 2020,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr 2015,16/01/2023,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,07:00,08:45,NA,NA,NA,NA,15:10:00,18:00:00,15:10:00,18:00:00,15:10:00,18:00:00,15:10:00,18:00:00,15:10:00,18:00:00,NA,NA,NA,NA,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,No,"Fir Street, WHITTLESEA, VIC, 3757","c(145.116496301377, -37.509491146752)",Mernda,Wallan Railway Station,10.444984539245098,14.278529478811283
SE-00005893,PR-00002386,Vermont Primary School Outside School Hours Child Care Service,Vermont Primary School Council,Centre-Based Care,10 Nurlendi Road,VERMONT,VIC,3133,0398742511,0398724170,NA,100,01/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct 2022,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Dec 2017,NA,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,NA,NA,NA,NA,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,NA,NA,NA,NA,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,No,"10 Nurlendi Road, VERMONT, VIC, 3133","c(145.194115631838, -37.837975480518)",Mitcham,Ringwood Station,2.2163382578147983,4.016396756154174
SE-00005895,PR-00002380,Monbulk Preschool,Monbulk Primary School Council,Centre-Based Care,21 Main Road,MONBULK,VIC,3793,0397567379,NA,"The educator to child ratio for children aged 36 months of age to preschool age will be at least two educators to 24 children.
The approved provider must develop a transition plan detailing the actions being, and to be, undertaken in order to assist the service to meet the educator to child ratio prescribed in regulation 123(1)(c) by 1 January 2018. The plan is to be submitted to the Regulatory Authority by 30 March 2017.
The approved provider must take reasonable steps to ensure that the actions outlined in the transitional plan are carried out in accordance with the plan. •	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",45,01/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov 2022,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec 2017,NA,No,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:45,13:45,08:45,13:45,08:45,13:45,NA,NA,NA,NA,NA,NA,09:00:00,14:00:00,09:00:00,14:00:00,09:00:00,14:00:00,09:00:00,14:00:00,09:00:00,14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"21 Main Road, MONBULK, VIC, 3793","c(145.409756603376, -37.875658463629)",Belgrave (Narrow-gauge),Boronia Station,5.875072290989899,11.158054305947735
SE-00005898,PR-00002232,Haddon Community Childcare,Eureka Community Kindergarten Association Inc,Centre-Based Care,Sago Hill Road,HADDON,VIC,3351,0419384901,NA,"•     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: •	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",23,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May 2018,NA,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,09:00,14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Sago Hill Road, HADDON, VIC, 3351","c(143.726230321526, -37.586208260883)",Wendouree,Ballarat Station,9.756021578487752,12.087479933274913
SE-00005899,PR-40011145,Thomastown West PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,98-112 Main St,THOMASTOWN,VIC,3074,1300072410,NA,NA,75,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2022,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar 2016,02/10/2023,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00,08:40,07:00,08:40,07:00,08:40,07:00,08:40,07:00,08:40,NA,NA,NA,NA,15:15:00,18:15:00,15:15:00,18:15:00,15:15:00,18:15:00,15:15:00,18:15:00,15:15:00,18:15:00,NA,NA,NA,NA,07:00:00,18:15:00,07:00:00,18:15:00,07:00:00,18:15:00,07:00:00,18:15:00,07:00:00,18:15:00,NA,NA,NA,NA,No,"98-112 Main St, THOMASTOWN, VIC, 3074","c(145.002003584524, -37.67889982447)",Thomastown,Highpoint SC,1.0968257589371715,14.535173396715011
SE-00005902,PR-40004402,Pinewood OSHClub,OSHCLUB PTY LTD,Centre-Based Care,Pinewood Drive,MOUNT WAVERLEY,VIC,3149,0409906462,NA,NA,161,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2018,16/01/2017,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:15,09:00,07:15,09:00,07:15,09:00,07:15,09:00,07:15,09:00,NA,NA,NA,NA,15:20:00,18:00:00,15:20:00,18:00:00,15:20:00,18:00:00,15:20:00,18:00:00,15:20:00,18:00:00,NA,NA,NA,NA,07:15:00,18:00:00,07:15:00,18:00:00,07:15:00,18:00:00,07:15:00,18:00:00,07:15:00,18:00:00,NA,NA,NA,NA,No,"Pinewood Drive, MOUNT WAVERLEY, VIC, 3149","c(145.140778573344, -37.889299822894)",Syndal,Glen Waverley Station,1.6520171938609902,2.225716936679878
SE-00005903,PR-40011145,Upwey PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,15 Darling Avenue,UPWEY,VIC,3158,0409260695,NA,"•	    An approved provider of an education and care service that is listed on the Department of Education & Training Bushfire At-Risk Register must ensure that: 
•	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",29,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2019,28/01/2020,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,NA,NA,NA,NA,15:30:00,18:30:00,15:30:00,18:30:00,15:30:00,18:30:00,15:30:00,18:30:00,15:30:00,18:30:00,NA,NA,NA,NA,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,No,"15 Darling Avenue, UPWEY, VIC, 3158","c(145.332792040581, -37.902913856275)",Upwey,Boronia Station,0.14836317833385176,6.385176337168271
SE-00005904,PR-00002539,Camp Australia - Cranbourne East Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,2 Bowyer Avenue,CRANBOURNE,VIC,3977,0413411834,NA,NA,95,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2019,NA,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:30,08:50,06:30,08:50,06:30,08:50,06:30,08:50,06:30,08:50,NA,NA,NA,NA,15:00:00,18:30:00,15:00:00,18:30:00,15:00:00,18:30:00,15:00:00,18:30:00,15:00:00,18:30:00,NA,NA,NA,NA,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,No,"2 Bowyer Avenue, CRANBOURNE, VIC, 3977","c(145.304673689094, -38.106263395448)",Cranbourne,Berwick Station (Bay H),2.2202641852982894,8.230874888989709
SE-00005905,PR-40028424,St Justin's OSHC Wheelers Hill,MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD,Centre-Based Care,42 Whalley Drive,WHEELERS HILL,VIC,3150,0427489199,NA,NA,45,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2022,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr 2016,13/01/2025,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:15:00,18:00:00,15:30:00,18:00:00,15:30:00,18:00:00,15:30:00,18:00:00,15:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"42 Whalley Drive, WHEELERS HILL, VIC, 3150","c(145.189675989183, -37.917454991451)",Syndal,Glen Waverley Station,5.769532465256834,4.851717607817464
SE-00005906,PR-40002637,Kelly Club OSHC St Bernadettes Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,Stanley Street,IVANHOE WEST,VIC,3079,NA,NA,NA,45,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul 2022,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Nov 2017,29/01/2015,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,NA,NA,NA,NA,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,NA,NA,NA,NA,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,No,"Stanley Street, IVANHOE WEST, VIC, 3079","c(145.036697749936, -37.763102030369)",Ivanhoe,Highpoint SC,1.0031776696746226,13.152858140334416
SE-00005907,PR-40011145,Mary Immaculate PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,9 Rockbeare Grove,IVANHOE,VIC,3079,0499333858,NA,NA,30,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct 2022,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2016,05/01/2021,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,NA,NA,NA,NA,15:30:00,18:00:00,15:30:00,18:00:00,15:30:00,18:00:00,15:30:00,18:00:00,15:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"9 Rockbeare Grove, IVANHOE, VIC, 3079","c(145.038676338754, -37.772219282469)",Darebin,Highpoint SC,0.2820410835985804,13.278787670605853
SE-00005909,PR-40004402,St Mary's OSHClub,OSHCLUB PTY LTD,Centre-Based Care,118 Cecil Street,WILLIAMSTOWN,VIC,3016,0432288595,NA,NA,75,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov 2019,01/07/2015,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:30:00,18:15:00,15:30:00,18:15:00,15:30:00,18:15:00,15:30:00,18:15:00,15:30:00,18:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"118 Cecil Street, WILLIAMSTOWN, VIC, 3016","c(144.903543966312, -37.86500271776)",Williamstown,Newport Interchange,0.3346199202986034,3.1100924330353172
SE-00005910,PR-00002783,Christ Our Holy Redeemer OSHC,Youth Leadership Victoria Inc,Centre-Based Care,43 Ferntree Gully Road,OAKLEIGH,VIC,3166,0412958605,98488156,NA,45,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2022,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov 2017,NA,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,NA,NA,NA,NA,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,07:00:00,09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"43 Ferntree Gully Road, OAKLEIGH, VIC, 3166","c(145.105425959968, -37.896700644818)",Jordanville,Glen Waverley Station,2.634017128641978,5.394759889493916
